Unnamed: 0,m/z,Composition,Glycan Structure,Name,Glycoprofiles
0,384,Hex(1)HexNAc(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
",384,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P5TA_AS', 'P8H', 'P10H']"
1,425,HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
",425_1,"['P1TI', 'P2TS', 'P6TA_FS', 'P5TA_AS', 'P10H']"
2,425,HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:a_dgal_HEX_x:x
4s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
",425_2,"['P1TS', 'P6TA_FS', 'P5TA_AS', 'P8H', 'P10H']"
3,513,NeuAc(1)HexNAc(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
4s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(6+2)3d
3:3d(5+1)4n
",513,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
4,530,Hex(1)HexNAc(1)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
",530,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
5,587,Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
",587_1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P7TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
6,587,Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dglc_HEX_x:x
5s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
",587_2,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
7,587,Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
",587_3,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P5TA_AS', 'P5TA_AG', 'P8H', 'P10H']"
8,587,Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
",587_4,"['P1TI', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P5TA_AS', 'P5TA_AG', 'P8H']"
9,628,HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5d(2+1)6n
",628,"['P1TS', 'P1TI', 'P2TS', 'P6TA_FS', 'P8H']"
10,667,Hex(1)HexNAc(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(6+1)6n
",667_1,"['P1TS', 'P1TI', 'P2TS', 'P4TS']"
11,667,Hex(1)HexNAc(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:3o(6+1)6n
",667_2,"['P1TS', 'P4TS']"
12,675,NeuAc(2)Hex(1)HexNAc(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+2)4d
4:4d(5+1)5n
",675_1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
13,675,NeuAc(2)Hex(1)HexNAc(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
",675_2,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
14,692,Hex(2)HexNAc(1)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
",692,"['P1TI', 'P5TA_AS', 'P8H', 'P10H']"
15,716,NeuAc(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:1o(6+2)5d
5:5d(5+1)6n
",716_1,"['P1TI', 'P2TS', 'P4TS', 'P5TA_AS', 'P10H']"
16,716,NeuAc(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:a_dgal_HEX_x:x
4s:n_acetyl
5b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:1o(6+2)5d
5:5d(5+1)6n
",716_2,"['P1TI', 'P2TS', 'P4TS', 'P5TA_AS', 'P10H']"
17,733,Hex(1)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4b:x_lgal_HEX_x:x|6:d
5b:x_dgal_HEX_x:x
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4d
4:3o(_1+1)5d
5:3d(2+1)6n
",733_1,"['P1TI', 'P6TA_FS', 'P5TA_AS', 'P8H', 'P10H']"
18,733,Hex(1)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(3+1)5d
5:5o(2+1)6d
",733_2,"['P1TI', 'P6TA_FG', 'P6TA_AS', 'P5TA_AS', 'P8H', 'P10H']"
19,733,Hex(1)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
",733_3,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P8H', 'P10H']"
20,733,Hex(1)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
",733_4,"['P1TS', 'P1TI', 'P6TA_FG', 'P6TA_AS', 'P8H', 'P10H']"
21,733,Hex(1)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
",733_5,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
22,749,Hex(2)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
",749_1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
23,749,Hex(2)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
",749_2,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
24,790,Hex(1)HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6d(2+1)7n
",790_1,"['P1TS', 'P1TI', 'P2TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P5TA_AG', 'P8H', 'P9H', 'P10H']"
25,790,Hex(1)HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dglc_HEX_x:x
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
",790_2,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
26,813,Hex(1)HexNAc(2)dHex(1)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(6+1)7n
",813_1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P5TA_AS', 'P7TA_AS', 'P7TA_AG', 'P8H', 'P10H']"
27,813,Hex(1)HexNAc(2)dHex(1)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:sulfate
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(_1+1)4n
4:3d(2+1)5n
5:3o(4+1)6d
6:6o(2+1)7d
",813_2,['P3TS']
28,821,NeuAc(1)Hex(1)HexNAc(1)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
6s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+2)5d
5:5d(5+1)6n
",821,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
29,829,Hex(2)HexNAc(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:4o(6+1)7n
",829_1,"['P2TS', 'P4TS']"
30,829,Hex(2)HexNAc(2)Sul(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7s:sulfate
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(_1+1)7n
",829_2,['P2TS']
31,878,NeuAc(1)Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:x_HEX_x:x
5s:n_acetyl
6b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:1o(6+2)6d
6:6d(5+1)7n
",878_1,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_AS', 'P5TA_AS', 'P8H', 'P10H']"
32,878,NeuAc(1)Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
5s:n_acetyl
6b:b_dglc_HEX_x:x
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+2)4d
4:4d(5+1)5n
5:1o(6+1)6d
6:6d(2+1)7n
",878_2,"['P1TS', 'P1TI', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P8H', 'P9H', 'P10H']"
33,878,NeuAc(1)Hex(1)HexNAc(2),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_dgro_dgal_NON_x:x|1:a|2:keto|3:d
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+2)6d
6:6d(5+1)7n
",878_3,"['P2TS', 'P5TA_AS']"
34,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5b:x_lgal_HEX_x:x|6:d
6b:x_dgal_HEX_x:x
7s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4o(_1+1)5d
5:4o(_1+1)6d
6:4d(2+1)7n
",895_1,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P6TA_AG', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
35,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
",895_2,"['P1TI', 'P5TA_AS', 'P10H']"
36,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
",895_3,"['P1TS', 'P1TI', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P5TA_AS', 'P7TA_AG', 'P9H', 'P10H']"
37,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
",895_4,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P6TA_FS', 'P6TA_FG', 'P8H', 'P9H', 'P10H']"
38,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(2+1)7d
",895_5,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
39,895,Hex(2)HexNAc(2)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
",895_6,"['P1TS', 'P1TI', 'P3TS', 'P2TS', 'P4TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P5TA_AG', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
40,936,Hex(1)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dgal_HEX_x:x
6b:a_lgal_HEX_x:x|6:d
7b:a_dgal_HEX_x:x
8s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(2+1)6d
6:5o(3+1)7d
7:7d(2+1)8n
",936_1,"['P1TI', 'P2TS', 'P4TI', 'P6TA_FG', 'P6TA_AS', 'P5TA_AG', 'P7TA_AG']"
41,936,Hex(1)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:a_dgal_HEX_x:x
6s:n_acetyl
7b:b_dglc_HEX_x:x
8s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:3o(3+1)5d
5:5d(2+1)6n
6:1o(6+1)7d
7:7d(2+1)8n
",936_2,"['P1TI', 'P2TS', 'P4TI', 'P6TA_FG', 'P5TA_AG', 'P7TA_AG', 'P8H']"
42,936,Hex(1)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dglc_HEX_x:x
4s:n_acetyl
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8b:a_lgal_HEX_x:x|6:d
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3d(2+1)4n
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7o(2+1)8d
",936_3,"['P1TI', 'P2TS', 'P6TA_FG', 'P6TA_AS', 'P8H']"
43,936,Hex(1)HexNAc(3)dHex(1),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:a_lgal_HEX_x:x|6:d
5b:b_dglc_HEX_x:x
6s:n_acetyl
7b:b_dgal_HEX_x:x
8s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:7d(2+1)8n
",936_4,"['P1TS', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P5TA_AS', 'P7TA_AG', 'P8H', 'P9H', 'P10H']"
44,952,Hex(2)HexNAc(3),"RES
1b:x_dgal_HEX_x:x
2s:n_acetyl
3b:b_dgal_HEX_x:x
4b:b_dglc_HEX_x:x
5s:n_acetyl
6b:b_dgal_HEX_x:x
7b:x_HEX_x:x
8s:n_acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
",952_1,"['P1TS', 'P1TI', 'P4TI', 'P6TA_FS', 'P6TA_FG', 'P6TA_AS', 'P6TA_AG', 'P5TA_AS', 'P8H', 'P9H', 'P10H']"
